,Mini Robo Advisors Ultra Conserative Portfolio,Mini Robo Advisors Conserative Portfolio,Mini Robo Advisors Balanced Income Portfolio,Mini Robo Advisors Balanced Growth Portfolio,Mini Robo Advisors Moderate Growth Portfolio,Mini Robo Advisors Aggressive Portfolio,Mini Robo Advisors Ultra Aggressive Portfolio
1000000,1011295,1018908,1041324,1070178,1065026,1058032,1080689
1000000,1010278,1019311,1039401,1070723,1064261,1059066,1084010
1000000,1010371,1020209,1039952,1067886,1065891,1056854,1088275
1000000,1009737,1020727,1040440,1067153,1064225,1055794,1090488
1000000,1009228,1022187,1041997,1068111,1067705,1054173,1091055
1000000,1008223,1022697,1040657,1068715,1070065,1056236,1094218
1000000,1008256,1021327,1039467,1068143,1072122,1052935,1094759
1000000,1007637,1021409,1038975,1067389,1073253,1052424,1093716
1000000,1007379,1020683,1039331,1066290,1071434,1052641,1095557
1000000,1007575,1020594,1040521,1066789,1078181,1051828,1099072
1000000,1007536,1020823,1040232,1066648,1077946,1052377,1098751
1000000,1009035,1020416,1040863,1067763,1077988,1055105,1102164
1000000,1009917,1019937,1041966,1069352,1078718,1053326,1101526
1000000,1009698,1021011,1040589,1070411,1078259,1049688,1096462
1000000,1009162,1020529,1040254,1071427,1078404,1045496,1097435
1000000,1008873,1020457,1038680,1071106,1080119,1048637,1100387
1000000,1008429,1021144,1038750,1067550,1082468,1048295,1096869
1000000,1008935,1020725,1040477,1067079,1079130,1049956,1101968
1000000,1009544,1019749,1041046,1067741,1079375,1051954,1103185
1000000,1009995,1019920,1040094,1066657,1083328,1050578,1102510
1000000,1010313,1020536,1040103,1065256,1085168,1051235,1099687
1000000,1010395,1019045,1041478,1064554,1089591,1051642,1100116
1000000,1010141,1019580,1042336,1063229,1091656,1054830,1104977
1000000,1009567,1019337,1041671,1063407,1092339,1058866,1108581
1000000,1010239,1019425,1042038,1064175,1096839,1058550,1106209
1000000,1010153,1018803,1041101,1065065,1097422,1060464,1109303
1000000,1010397,1019611,1041313,1064245,1097197,1064894,1109636
1000000,1008979,1020236,1039355,1063574,1094181,1061818,1109776
1000000,1007580,1021009,1039462,1062747,1096357,1060714,1112875
1000000,1007949,1021679,1037211,1064393,1094174,1060811,1111734
1000000,1008914,1023326,1037663,1066750,1094064,1061707,1109890
1000000,1009335,1021848,1037554,1066973,1093314,1065130,1113439
1000000,1009077,1022735,1037387,1067491,1095005,1065147,1115213
1000000,1009276,1023805,1039703,1066019,1093049,1064436,1113221
1000000,1009891,1024975,1041717,1064685,1091300,1067066,1112133
1000000,1010308,1026296,1041533,1062991,1092987,1070911,1115446
1000000,1010429,1025411,1040924,1061371,1093567,1072529,1115226
1000000,1011152,1025440,1040267,1060345,1093783,1071137,1117926
1000000,1011277,1025253,1040020,1058290,1093598,1073665,1121028
1000000,1010825,1026184,1039732,1057001,1094143,1074736,1120896
1000000,1011051,1026202,1041492,1057528,1092314,1076419,1119005
1000000,1011854,1026810,1043745,1057362,1091327,1076049,1120510
1000000,1012873,1027476,1044540,1055190,1091603,1076956,1120127
1000000,1013454,1027148,1046449,1054142,1093374,1076682,1117321
1000000,1013620,1026540,1045107,1054157,1093158,1076431,1114069
1000000,1013388,1027311,1045568,1054607,1094116,1073430,1115037
1000000,1012964,1026318,1045096,1051890,1094512,1075873,1115206
1000000,1012497,1026667,1045168,1052320,1092947,1077844,1116911
1000000,1012573,1026175,1044723,1054207,1092079,1080594,1114950
1000000,1012484,1025543,1046470,1053079,1092780,1079979,1114134
1000000,1013422,1026091,1045808,1053728,1093003,1083720,1113940
1000000,1013880,1028729,1045360,1053123,1093880,1084160,1114818
1000000,1013764,1027620,1045478,1055399,1094661,1083375,1116608
1000000,1013809,1029048,1046980,1055987,1092517,1083293,1116508
1000000,1014137,1029023,1047720,1056706,1093050,1085695,1119033
1000000,1013437,1029409,1048959,1059103,1093367,1087038,1122968
1000000,1013809,1029228,1051486,1061219,1097402,1085919,1122654
1000000,1014592,1030394,1052789,1062410,1097260,1087776,1126178
1000000,1013994,1031003,1053887,1063124,1098126,1091320,1127584
1000000,1013855,1030196,1056222,1063446,1100578,1091924,1129443
1000000,1014156,1030935,1056114,1062572,1103993,1093787,1127853
1000000,1015089,1031062,1056645,1062761,1102347,1088778,1127412
1000000,1015251,1032133,1057415,1063873,1104510,1090675,1130305
1000000,1015709,1031854,1061515,1063906,1104252,1094108,1129010
1000000,1015372,1032759,1059567,1064376,1103419,1092586,1128004
1000000,1015127,1033272,1061706,1063237,1103676,1095404,1125547
1000000,1015008,1032942,1062871,1064628,1100811,1095032,1123231
1000000,1015149,1033386,1062407,1066342,1098620,1094110,1123749
1000000,1014538,1034456,1060378,1068666,1099977,1093909,1126325
1000000,1014716,1034166,1060383,1067639,1102197,1093023,1126044
1000000,1015009,1033026,1061514,1066804,1103733,1093820,1128948
1000000,1015038,1033799,1062732,1067614,1104221,1097085,1128646
1000000,1015576,1034371,1062674,1067948,1107321,1093898,1125190
1000000,1015333,1034312,1064071,1067207,1110166,1093844,1126055
1000000,1015728,1034300,1063886,1067573,1111071,1095169,1124780
1000000,1015498,1034555,1065789,1067845,1115443,1091605,1126270
1000000,1015872,1034138,1066003,1066726,1114554,1092923,1125768
1000000,1017230,1034241,1068035,1063810,1113126,1097415,1129067
1000000,1017426,1033518,1067925,1065243,1114652,1096961,1135691
1000000,1017971,1033395,1072562,1065634,1115066,1098772,1136689
1000000,1017973,1033020,1073609,1065927,1116989,1099108,1136886
1000000,1018102,1033458,1072094,1066621,1118660,1100258,1137642
1000000,1017954,1032686,1073383,1067974,1118379,1101596,1138667
1000000,1017681,1032871,1074980,1066459,1116661,1105526,1137703
1000000,1017363,1032857,1073776,1068819,1113566,1105539,1141129
1000000,1016876,1034585,1074458,1070284,1116185,1104813,1140515
1000000,1017106,1034085,1073216,1071497,1116124,1106864,1139927
1000000,1017534,1033360,1073613,1070390,1115540,1102611,1140781
1000000,1017652,1034247,1073794,1070377,1114272,1099570,1138549
1000000,1017896,1033776,1074941,1071810,1116819,1099853,1136420
1000000,1016708,1034081,1074583,1068757,1115817,1100097,1139927
1000000,1016921,1034113,1074138,1067756,1116691,1099378,1141951
1000000,1016391,1033937,1075333,1066849,1113599,1099622,1146807
1000000,1015406,1033439,1075290,1068476,1117288,1101898,1149921
1000000,1015000,1033860,1073161,1069435,1116261,1101490,1154776
1000000,1015119,1034186,1072088,1067436,1115593,1106682,1153101
1000000,1015125,1032968,1072171,1068187,1115313,1106454,1153630
1000000,1015919,1033865,1071644,1069285,1115454,1105419,1154668
1000000,1016694,1032411,1070873,1069427,1116726,1105487,1155081
1000000,1017414,1032564,1073487,1069572,1117952,1107161,1156452
1000000,1017526,1031520,1074026,1071800,1118173,1107306,1151813
1000000,1017909,1030980,1073116,1073396,1118852,1111820,1154221
1000000,1017856,1031231,1076786,1071526,1119972,1112767,1153285
1000000,1018190,1031167,1077830,1072743,1117476,1110139,1152910
1000000,1017582,1030450,1075805,1073210,1116621,1110868,1153392
1000000,1017825,1030522,1075815,1072063,1119318,1110399,1152263
