28257.625,56515.25,113030.5,565152.5,1130305,3257.625,6515.25,13030.5,65152.5,130305
28225.25,56450.5,112901,564505,1129010,3225.25,6450.5,12901,64505,129010
28200.1,56400.2,112800.4,564002,1128004,3200.1,6400.2,12800.4,64002,128004
28138.675,56277.35,112554.7,562773.5,1125547,3138.675,6277.35,12554.7,62773.5,125547
28080.775,56161.55,112323.1,561615.5,1123231,3080.775,6161.55,12323.1,61615.5,123231
28093.725,56187.45,112374.9,561874.5,1123749,3093.725,6187.45,12374.9,61874.5,123749
28158.125,56316.25,112632.5,563162.5,1126325,3158.125,6316.25,12632.5,63162.5,126325
28151.1,56302.2,112604.4,563022,1126044,3151.1,6302.2,12604.4,63022,126044
28223.7,56447.4,112894.8,564474,1128948,3223.7,6447.4,12894.8,64474,128948
28216.15,56432.3,112864.6,564323,1128646,3216.15,6432.3,12864.6,64323,128646
28129.75,56259.5,112519,562595,1125190,3129.75,6259.5,12519,62595,125190
28151.375,56302.75,112605.5,563027.5,1126055,3151.375,6302.75,12605.5,63027.5,126055
28119.5,56239,112478,562390,1124780,3119.5,6239,12478,62390,124780
28156.75,56313.5,112627,563135,1126270,3156.75,6313.5,12627,63135,126270
28144.2,56288.4,112576.8,562884,1125768,3144.2,6288.4,12576.8,62884,125768
28226.675,56453.35,112906.7,564533.5,1129067,3226.675,6453.35,12906.7,64533.5,129067
28392.275,56784.55,113569.1,567845.5,1135691,3392.275,6784.55,13569.1,67845.5,135691
28417.225,56834.45,113668.9,568344.5,1136689,3417.225,6834.45,13668.9,68344.5,136689
28422.15,56844.3,113688.6,568443,1136886,3422.15,6844.3,13688.6,68443,136886
28441.05,56882.1,113764.2,568821,1137642,3441.05,6882.1,13764.2,68821,137642
28466.675,56933.35,113866.7,569333.5,1138667,3466.675,6933.35,13866.7,69333.5,138667
28442.575,56885.15,113770.3,568851.5,1137703,3442.575,6885.15,13770.3,68851.5,137703
28528.225,57056.45,114112.9,570564.5,1141129,3528.225,7056.45,14112.9,70564.5,141129
28512.875,57025.75,114051.5,570257.5,1140515,3512.875,7025.75,14051.5,70257.5,140515
28498.175,56996.35,113992.7,569963.5,1139927,3498.175,6996.35,13992.7,69963.5,139927
28519.525,57039.05,114078.1,570390.5,1140781,3519.525,7039.05,14078.1,70390.5,140781
